date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:24:20	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2028%20Dec%202024%2008:54:22%20GMT	https://www.limlondon.com/POST	C:/My%20Web%20Sites/lea%20formate/www.limlondon.com/POST	(from https://connect.facebook.net/en_US/fbevents.js)
14:24:20	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2028%20Dec%202024%2008:54:22%20GMT	https://www.limlondon.com/schema.org/	C:/My%20Web%20Sites/lea%20formate/www.limlondon.com/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
14:24:20	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2028%20Dec%202024%2008:54:22%20GMT	https://www.limlondon.com/b.resolvedLink	C:/My%20Web%20Sites/lea%20formate/www.limlondon.com/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
14:24:21	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2028%20Dec%202024%2008:54:23%20GMT	https://www.limlondon.com/signals/iwl.js	C:/My%20Web%20Sites/lea%20formate/www.limlondon.com/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
14:24:22	38224/38224	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2028%20Dec%202024%2008:54:24%20GMT	https://player.vimeo.com/api/player.js	C:/My%20Web%20Sites/lea%20formate/player.vimeo.com/api/player.js	(from https://www.limlondon.com/about)
14:24:22	70983/70983	---M-Z	200	added ('OK')	application/javascript	etag:%2263329266-6c88%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.11.2/gsap.min.js	C:/My%20Web%20Sites/lea%20formate/cdnjs.cloudflare.com/ajax/libs/gsap/3.11.2/gsap.min.js	(from https://www.limlondon.com/about)
14:24:23	39257/39257	---M-Z	200	added ('OK')	application/javascript	etag:%2263329266-3f54%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.11.2/ScrollTrigger.min.js	C:/My%20Web%20Sites/lea%20formate/cdnjs.cloudflare.com/ajax/libs/gsap/3.11.2/ScrollTrigger.min.js	(from https://www.limlondon.com/about)
14:24:23	62985/62985	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Dec%202024%2021:37:59%20GMT	https://www.limlondon.com/post/how-to-saturation	C:/My%20Web%20Sites/lea%20formate/www.limlondon.com/post/how-to-saturation.html	(from https://www.limlondon.com/blog)
14:24:24	74726/74726	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Dec%202024%2019:45:40%20GMT	https://www.limlondon.com/post/understanding-compression-your-lim-guide-to-simple-dynamics	C:/My%20Web%20Sites/lea%20formate/www.limlondon.com/post/understanding-compression-your-lim-guide-to-simple-dynamics.html	(from https://www.limlondon.com/blog)
14:24:24	1047646/1047646	---M--	200	added ('OK')	image/png	etag:%229da2180f6a101497e3bf990253801e1e%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/65b8bbff5f6498d2b661fe05_Lim%20-%2001%20Studer%20Tape.png	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/65b8bbff5f6498d2b661fe05_Lim%20-%2001%20Studer%20Tape.png	(from https://www.limlondon.com/blog)
14:24:25	1345245/1345245	---M--	200	added ('OK')	image/png	etag:%22277d6f7bedf7465e0592fe948080c1eb%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/6560cee1aba16a07a0360e08_Lim%20-%20Intro.png	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/6560cee1aba16a07a0360e08_Lim%20-%20Intro.png	(from https://www.limlondon.com/blog)
14:24:25	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2028%20Dec%202024%2008:54:27%20GMT	https://www.limlondon.com/a	C:/My%20Web%20Sites/lea%20formate/www.limlondon.com/a.html	(from https://connect.facebook.net/en_US/fbevents.js)
14:24:25	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2028%20Dec%202024%2008:54:27%20GMT	https://www.limlondon.com/POST	C:/My%20Web%20Sites/lea%20formate/www.limlondon.com/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
14:24:25	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2028%20Dec%202024%2008:54:27%20GMT	https://www.limlondon.com/schema.org	C:/My%20Web%20Sites/lea%20formate/www.limlondon.com/schema.1e.delayed	(from https://www.limlondon.com/schema.org/)
14:24:25	9093/9093	---M-Z	200	added ('OK')	application/javascript	etag:W/%222385-rwl9CAsmlk954AGumYBzecK5wJE%22	https://cdn.jsdelivr.net/npm/@finsweet/attributes-socialshare@1/socialshare.js	C:/My%20Web%20Sites/lea%20formate/cdn.jsdelivr.net/npm/@finsweet/attributes-socialshare@1/socialshare.js	(from https://www.limlondon.com/post/how-to-saturation)
14:24:26	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2028%20Dec%202024%2008:54:27%20GMT	https://www.limlondon.com/signals/iwl.js	C:/My%20Web%20Sites/lea%20formate/www.limlondon.com/signals/iwl.html	(from https://connect.facebook.net/en_US/fbevents.js)
14:24:26	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2028%20Dec%202024%2008:54:27%20GMT	https://www.limlondon.com/b.resolvedLink	C:/My%20Web%20Sites/lea%20formate/www.limlondon.com/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
14:24:26	269215/269215	---M--	200	added ('OK')	image/png	etag:%228c678a24146b82c553855d2b4053c928%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/6560cbfcb085045d691659df_Lim%20-%20Ratio.png	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/6560cbfcb085045d691659df_Lim%20-%20Ratio.png	(from https://www.limlondon.com/post/how-to-saturation)
14:24:27	129447/129447	---M--	200	added ('OK')	image/png	etag:%225484cc7ed5fd587ce3ff243606032790%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/65b8bde7279e920696b7d097_Lim%20-%2003%20Harmonics.png	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/65b8bde7279e920696b7d097_Lim%20-%2003%20Harmonics.png	(from https://www.limlondon.com/post/how-to-saturation)
14:24:27	409486/409486	---M--	200	added ('OK')	image/png	etag:%228c55aaafca6c15e1d5af2981b868e614%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/65b8be1ff10a609329b419cf_Lim%20-%2004%20Saturation%20Knob.png	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/65b8be1ff10a609329b419cf_Lim%20-%2004%20Saturation%20Knob.png	(from https://www.limlondon.com/post/how-to-saturation)
14:24:28	241933/241933	---M--	200	added ('OK')	image/png	etag:%222eddbda5249b36911625daacbee49ba7%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/65b8be48cffb8f24bc4c0858_Lim%20-%2005%20Voxengo%20Tube%20Amp.png	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/65b8be48cffb8f24bc4c0858_Lim%20-%2005%20Voxengo%20Tube%20Amp.png	(from https://www.limlondon.com/post/how-to-saturation)
14:24:28	54090/54090	---M--	200	added ('OK')	image/png	etag:%22e4eea7121e5e4c4188f3c9667a741efd%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/65b8be639d6694c6bed77b80_Lim%20-%2006%20Ableton%20Saturator.png	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/65b8be639d6694c6bed77b80_Lim%20-%2006%20Ableton%20Saturator.png	(from https://www.limlondon.com/post/how-to-saturation)
14:24:29	66147/66147	---M--	200	added ('OK')	image/png	etag:%22f2c2a9875782b937c955b6b8d1205517%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/6560c74e20792ba7b8b5a676_Lim%20-%20Dynamic%20Range.png	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/6560c74e20792ba7b8b5a676_Lim%20-%20Dynamic%20Range.png	(from https://www.limlondon.com/post/understanding-compression-your-lim-guide-to-simple-dynamics)
14:24:29	212996/212996	---M--	200	added ('OK')	image/png	etag:%2258350f4894b3917592ba35b633d2d6b6%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/6560c7cf5aa040b16cc90c99_LimL-29.png	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/6560c7cf5aa040b16cc90c99_LimL-29.png	(from https://www.limlondon.com/post/understanding-compression-your-lim-guide-to-simple-dynamics)
14:24:30	88020/88020	---M--	200	added ('OK')	image/png	etag:%2247ba2f420f81874556fc631b22b8f5d3%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/6560c836257bdb5874d8a395_LimL-30.png	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/6560c836257bdb5874d8a395_LimL-30.png	(from https://www.limlondon.com/post/understanding-compression-your-lim-guide-to-simple-dynamics)
14:24:30	7261/7261	---M--	200	added ('OK')	image/png	etag:%22fe58cff2c0d8fcb115b40308a3114c6c%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/6560c96a5aa040b16cca6ed4_Lim%20-%20Attack.png	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/6560c96a5aa040b16cca6ed4_Lim%20-%20Attack.png	(from https://www.limlondon.com/post/understanding-compression-your-lim-guide-to-simple-dynamics)
14:24:31	8996/8996	---M--	200	added ('OK')	image/png	etag:%228332c81adcbc0b208f6603ac182362fc%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/6560c9aad1c2cd264ce3d7de_Lim%20-%20Release.png	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/6560c9aad1c2cd264ce3d7de_Lim%20-%20Release.png	(from https://www.limlondon.com/post/understanding-compression-your-lim-guide-to-simple-dynamics)
14:24:31	244769/244769	---M--	200	added ('OK')	image/png	etag:%224eeea6a13d13eab7a719ba8c79cd4301%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/6560c9fbe597512253a76911_LimL-34%20copy.png	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/6560c9fbe597512253a76911_LimL-34%20copy.png	(from https://www.limlondon.com/post/understanding-compression-your-lim-guide-to-simple-dynamics)
14:24:32	692297/692297	---M--	200	added ('OK')	image/png	etag:%222fecfcdf7f29d20c2caad3ccefbbe32c%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/6560caca9bba6e1d7b91587e_LimL-34.png	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/6560caca9bba6e1d7b91587e_LimL-34.png	(from https://www.limlondon.com/post/understanding-compression-your-lim-guide-to-simple-dynamics)
14:24:32	228026/228026	---M--	200	added ('OK')	image/png	etag:%22349e9f4e5c476212c25a140f7e767431%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/6560cc3e239fb891be8a437d_Lim%20-%20Knee.png	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/6560cc3e239fb891be8a437d_Lim%20-%20Knee.png	(from https://www.limlondon.com/post/understanding-compression-your-lim-guide-to-simple-dynamics)
14:24:33	7364/7364	---M--	200	added ('OK')	image/png	etag:%22396074d111ef6ceeddb48ec8248c0fad%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/6560cca5c1a96206fa88022f_Lim%20-%20Make%20Up%20Gain%2002.png	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/6560cca5c1a96206fa88022f_Lim%20-%20Make%20Up%20Gain%2002.png	(from https://www.limlondon.com/post/understanding-compression-your-lim-guide-to-simple-dynamics)
14:24:33	135927/135927	---M--	200	added ('OK')	image/jpeg	etag:%222afdb5d966b47a14d02485b7947b8a88%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/6560cd4b961291ab04da5fd5_Lim%20-%20Fairchild.jpg	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/6560cd4b961291ab04da5fd5_Lim%20-%20Fairchild.jpg	(from https://www.limlondon.com/post/understanding-compression-your-lim-guide-to-simple-dynamics)
14:24:34	65858/65858	---M--	200	added ('OK')	image/jpeg	etag:%22508f8ab4f605bcecc4ff293efca474c8%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/6560cdcbc6d21f42885da6a7_Lim%20-%20LA2A.jpg	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/6560cdcbc6d21f42885da6a7_Lim%20-%20LA2A.jpg	(from https://www.limlondon.com/post/understanding-compression-your-lim-guide-to-simple-dynamics)
14:24:34	63863/63863	---M--	200	added ('OK')	image/jpeg	etag:%225c1af4a8c473f50f93606a8c6ade3cec%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/6560c04564cab4a06a772ebe_Lim%20-%201176.jpg	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/6560c04564cab4a06a772ebe_Lim%20-%201176.jpg	(from https://www.limlondon.com/post/understanding-compression-your-lim-guide-to-simple-dynamics)
14:24:46	1752245/1752245	---M--	200	added ('OK')	image/jpeg	etag:%22c11fd6f32caf61d1811358b08b3099ba%22	https://cdn.prod.website-files.com/64956292052e260635e7696a/6560ce26a25d6b6bb5dc8265_Lim%20-%20SSL%20G-Bus.jpg	C:/My%20Web%20Sites/lea%20formate/cdn.prod.website-files.com/64956292052e260635e7696a/6560ce26a25d6b6bb5dc8265_Lim%20-%20SSL%20G-Bus.jpg	(from https://www.limlondon.com/post/understanding-compression-your-lim-guide-to-simple-dynamics)
14:24:56	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2028%20Dec%202024%2008:54:37%20GMT	https://www.limlondon.com/a	C:/My%20Web%20Sites/lea%20formate/www.limlondon.com/a.html	(from https://connect.facebook.net/en_US/fbevents.js)
14:24:56	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2028%20Dec%202024%2008:54:37%20GMT	https://www.limlondon.com/POST	C:/My%20Web%20Sites/lea%20formate/www.limlondon.com/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
14:24:56	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2028%20Dec%202024%2008:54:37%20GMT	https://www.limlondon.com/b.resolvedLink	C:/My%20Web%20Sites/lea%20formate/www.limlondon.com/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
14:24:56	0/-1	---M--	502	error ('')			https://www.limlondon.com/schema.org	C:/My%20Web%20Sites/lea%20formate/www.limlondon.com/schema.html	(from https://www.limlondon.com/schema.org/)
14:24:57	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2028%20Dec%202024%2008:54:49%20GMT	https://www.limlondon.com/signals/iwl.js	C:/My%20Web%20Sites/lea%20formate/www.limlondon.com/signals/iwl.html	(from https://connect.facebook.net/en_US/fbevents.js)
14:24:57	0/-1	---M--	502	error ('')			https://www.limlondon.com/schema.org	C:/My%20Web%20Sites/lea%20formate/www.limlondon.com/schema.html	(from https://www.limlondon.com/schema.org/)
